"city","count(*)","avg(price)"
"Dracut",41,506009.585366
"Effort",41,235192.658537
"Enoree",41,225388.951220
"Escalon",41,966998.365854
"Fall City",41,1302426.048780
"Fort Pierre",41,133432.390244
"Freeburg",41,266348.780488
"Frenchtown",41,689550.146341
"Ghent",41,591826.829268
"Giddings",41,572367.536585
"Glade Hill",41,166219.463415
"Gobles",41,227664.219512
"Hartville",41,321919.414634
"Havre",41,481134.146341
"Kasilof",41,152493.878049
"Kaunakakai",41,577819.487805
"Kendallville",41,162809.756098
"Kenly",41,299019.487805
"Kerhonkson",41,348385.121951
"Knob Noster",41,200764.170732
"Duchesne",40,178946.950000
"Dundalk",40,255759.075000
"East Providence",40,358957.475000
"Elkmont",40,255544.450000
"Elm Grove",40,463458.500000
"Flatonia",40,564522.275000
"Florala",40,231127.500000
"Florida City",40,317024.050000
"Frederic",40,116415.000000
"Glenfield",40,82317.500000
"Gravette",40,504706.250000
"Grosse Pointe Park",40,433456.850000
"Hadley",40,380177.500000
"Hastings On Hudson",40,714954.975000
"Hopatcong",40,377334.975000
"Hotchkiss",40,1707612.475000
"Jonestown",40,753249.875000
"Katonah",40,1502297.450000
"Lake Helen",40,255972.625000
"Lake Milton",40,272887.500000
"Lakemont",40,428737.500000
"Laytonville",40,559757.500000
"Leechburg",40,134086.925000
"Los Alamos",40,1314572.500000
"Loudonville",40,538669.725000
"Martins Ferry",40,104334.525000
"Mascoutah",40,210436.375000
"Melfa",40,132542.500000
"Mendota",40,435257.325000
"Meraux",40,172352.500000
"Miami Springs",40,695419.975000
"Milner",40,322745.225000
"Modena",40,258769.875000
"Mooresboro",40,145290.000000
"Natick",40,1060812.500000
"Natrona Heights",40,130641.250000
"Nokesville",40,1003036.450000
"North",40,335837.175000
"Northumberland",40,133937.500000
"Parma Heights",40,172492.500000
"Valley Village",40,2090493.600000
"Warner Springs",40,923178.850000
"West Salem",40,205247.450000
"White Bluff",40,529382.975000
"Williford",40,82257.100000
"Willow Beach",40,96383.325000
"Wood Dale",40,334120.250000
"Wrightsville Beach",40,2072540.000000
"Wynne",40,133703.750000
"Airway Heights",40,399607.425000
"Allons",40,157773.750000
"Anthem",40,557172.375000
"Atchison",40,162486.125000
"Bishopville",40,334777.450000
"Boyertown",40,295752.875000
"China Spring",40,586881.250000
"Cimarron",40,758883.500000
"Claxton",40,222822.750000
"Dartmouth",40,694000.000000
"Denmark",40,258494.750000
"Destrehan",40,228377.500000
"Pilot Pt",40,519570.250000
"Potosi",40,247283.750000
"Poughquag",40,919456.475000
"Pound",40,65395.000000
"Pt Ludlow",40,327288.300000
"Quartzsite",40,489854.500000
"Rehoboth",40,540385.000000
"Richton Park",40,175750.000000
"Roach",40,166745.000000
"Robbinsdale",40,246514.700000
"Rocky Hill",40,326635.000000
"Seekonk",40,438075.000000
"Spiro",40,174932.475000
"Sprague River",40,87552.225000
"Spring Arbor",40,307281.475000
"Sutter Creek",40,510967.500000
"Tonto Basin",40,192172.500000
"Plainsboro",39,530979.461538
"Ponce",39,198971.794872
"Questa",39,211868.923077
"RIVERBANK",39,472052.769231
"Rye Brook",39,1160209.487179
"Saylorsburg",39,428082.051282
"Sherrard",39,113229.487179
"Shively",39,191334.589744
"Stacy",39,392975.615385
"Stockdale",39,539779.538462
"Stone Harbor",39,3308435.871795
"Surrey",39,1202469.230769
"The Woodlands",39,1286941.102564
"Tres Piedras",39,185359.846154
"Wadena",39,177338.487179
"Walkerton",39,191081.897436
"Wauchula",39,477799.871795
"West Creek",39,381315.333333
"Williams Bay",39,583675.820513
"Wise",39,148268.615385
"Disputanta",39,548984.589744
"Douglassville",39,561319.974359
"East Cleveland",39,53030.717949
"Eight Mile",39,137960.153846
"Fairhaven",39,664620.512821
"Gahanna",39,344669.205128
"Galion",39,241335.307692
"Gilberts",39,337984.307692
"Glassport",39,88948.717949
"Goleta",39,4649864.102564
"greenport",39,1121307.410256
"Grosse Pointe Farms",39,879315.358974
"Idabel",39,250941.666667
"Ignacio",39,334435.051282
"Kiowa",39,566416.333333
"Kirkwood",39,445892.307692
"La Vista",39,322362.025641
"Lake",39,176483.820513
"Lake Village",39,245467.051282
"Langston",39,163530.410256
"Manila",39,203782.051282
"Mascotte",39,433471.512821
"Mc Gaheysville",39,209066.666667
"Monessen",39,68149.794872
"Monte Vista",39,369020.512821
"Moravian Falls",39,151743.589744
"Moreland",39,548238.666667
"Mount Ida",39,307687.179487
"Mt Pleasant",39,260894.871795
"Necedah",39,145204.820513
"New Oxford",39,385160.923077
"North Huntingdon",39,310276.897436
"Pacolet",39,143782.051282
"Anchor Point",39,142979.487179
"Archdale",39,362420.512821
"Beaverdam",39,429677.128205
"Blossom",39,340294.102564
"Bodfish",39,139548.410256
"Boring",39,760469.128205
"Boswell",39,596933.333333
"Browns Valley",39,440066.641026
"Cabazon",39,142785.333333
"Caguas",39,239382.602564
"Canadian",39,166806.487179
"Candor",39,203328.205128
"Carmel Valley",39,3575840.435897
"Carnesville",39,881820.128205
"Christmas",39,587169.230769
"Cleves",39,230676.794872
"Coeburn",39,118503.384615
"Columbiaville",39,185026.641026
"Conley",39,258866.128205
"Crandon",39,332604.974359
"Creswell",39,443820.512821
"Dansville",39,116415.358974
"Deweyville",39,608144.871795
"Allenton",38,166618.421053
"Almond",38,134573.657895
"Arverne",38,803681.210526
"Bellbrook",38,412740.157895
"Bohemia",38,553971.342105
"Bolton Landing",38,736068.394737
"Brant Beach",38,2233023.657895
"Brooks",38,349510.500000
"Bunnlevel",38,357421.631579
"Bush",38,333108.394737
"Canterbury",38,331140.736842
"Chisago City",38,474724.210526
"Church Point",38,98286.815789
"Clarendon",38,242061.052632
"Conneaut Lake",38,220994.736842
"Covelo",38,749731.578947
"Deltaville",38,263798.684211
"Doyle",38,243311.736842
"Duarte",38,813244.657895
"East Haddam",38,423558.605263
"Eastchester",38,790034.157895
"Elba",38,194332.894737
"Englewood Cliffs",38,1617857.263158
"Erin",38,232228.921053
"Evart",38,138815.789474
"Evensville",38,220302.605263
"Forestville",38,778427.631579
"Fort Kent",38,207362.894737
"Fort Plain",38,181660.157895
"Garberville",38,907838.105263
"Gate City",38,158045.605263
"Groveton",38,475707.868421
"Houghton",38,113423.684211
"Inola",38,379718.576316
"Joseph",38,182733.684211
"Kenedy",38,201951.552632
"Kenton",38,147684.210526
"Kingstree",38,153023.131579
"Pleasant Hope",38,182526.315789
"Pointe Aux Pins",38,120755.263158
"Purlear",38,95653.000000
"Richford",38,167057.894737
"Rock Hall",38,318242.105263
"Rockton",38,323353.184211
"Rolesville",38,564441.236842
"Roslindale",38,709865.763158
"Rougemont",38,494397.605263
"Round Hill",38,951910.078947
"Sauk City",38,274422.894737
"Saunderstown",38,890294.736842
"Sayreville",38,379915.789474
"Schuylkill Haven",38,247310.236842
"Seatac",38,385091.710526
"Selinsgrove",38,360746.052632
"Sheffield Lake",38,203047.210526
"Shoshone",38,541274.342105
"Skowhegan",38,175150.000000
"South Yarmouth",38,556234.210526
"Stormville",38,537342.078947
"Temperance",38,190000.000000
"Tupper Lake",38,252251.394737
"Uxbridge",38,458331.710526
"Waltham",38,859238.815789
"Whitefield",38,205010.500000
"Whitefish Bay",38,934789.473684
"Wilbraham",38,484537.500000
"Wingate",38,469185.894737
"Wintergreen Resort",38,417567.763158
"Wister",38,171344.973684
"Wrightsville",38,195752.421053
"Zolfo Springs",38,562756.552632
"Lansford",38,95952.605263
"Linn Creek",38,1084971.052632
"Lyles",38,248790.789474
"Marcellus",38,179221.842105
"Marina",38,939877.842105
"Mart",38,201154.078947
"Mayfield Heights",38,203682.894737
"Mc Ewen",38,465721.157895
"Menlo Park",38,2940540.157895
"Mercersburg",38,233817.763158
"Mountain Top",38,291457.868421
"Mukilteo",38,945896.684211
"Myrtle",38,260713.157895
"New Egypt",38,426941.342105
"North Stonington",38,650073.684211
"Orange Grove",38,166473.473684
"Paintsville",38,140542.078947
"Panguitch",38,622389.342105
"Parksley",38,217286.421053
"Peotone",38,462585.552632
"La Crescent",37,415162.162162
"La Sal",37,169451.540541
"Le Sueur",37,215624.324324
"Linda",37,423189.027027
"Linthicum",37,443137.297297
"Lloyd",37,375894.513514
"Magdalena",37,99656.756757
"Middlefield",37,211270.300000
"Morro Bay",37,1121602.648649
"Nathalie",37,242551.351351
"Nebraska City",37,187629.972973
"Negaunee",37,520151.324324
"Oelwein",37,87355.432432
"Olyphant",37,145110.783784
"Paulsboro",37,218761.486486
"Peabody",37,519570.270270
"Peoria Heights",37,252467.297297
"Playa Del Rey",37,1633626.972973
"Price",37,280237.567568
"Rabun Gap",37,166755.270270
"Rolling Prairie",37,55664.864865
"Rush",37,489912.945946
"San Andreas",37,508285.135135
"San Lorenzo",37,651990.162162
"Saranac",37,187037.837838
"Setauket",37,1641497.189189
"Sitka",37,678002.702703
"Souderton",37,564204.054054
"South Salem",37,774130.675676
"Stoneham",37,533062.162162
"Stroud",37,274107.027027
"Sunrise Manor",37,747633.432432
"Takoma Park",37,603561.837838
"Temple City",37,1260291.891892
"Tierra Amarilla",37,298836.459459
"Tracy City",37,348937.837838
"Trafford",37,223795.945946
"Tuskegee",37,201618.432432
"University Heights",37,269029.729730
"Alderson",37,233036.486486
"Anna Maria",37,4057591.891892
"Ash Flat",37,162951.324324
"Auberry",37,271395.945946
"Ball",37,137670.783784
"Baltic",37,153616.270270
"Baxley",37,261725.405405
"Bay Point",37,507393.567568
"Belleair",37,1024980.756757
"Boca Grande",37,4391405.405405
"Bon Aqua",37,458171.540541
"Bonsall",37,1245096.702703
"Browerville",37,85617.621622
"Cannon Falls",37,454393.972973
"Carrizo Springs",37,615307.864865
"Casselton",37,73613.513514
"Cayucos",37,1405389.189189
"Cecil",37,312677.837838
"Centerport",37,884531.783784
"Chattaroy",37,619299.729730
"Corry",37,119356.756757
"Crosslake",37,565151.216216
"Datil",37,134224.324324
"Decherd",37,314686.111111
"Deer River",37,159728.459459
"Early",37,462705.270270
"Empire",37,351670.270270
"Estill Springs",37,397920.588235
"Fairdale",37,161256.756757
"Gering",37,162618.918919
"Glen Saint Mary",37,459603.027027
"Grandy",37,272586.675676
"Greenup",37,218905.351351
"Harbeson",37,667149.459459
"Holdenville",37,324470.054054
"Hooksett",37,597496.972973
"Horizon City",37,171897.297297
"Horse Shoe",37,452552.378378
"Imlay City",37,227913.486486
"Indian Rocks Beach",37,1097934.378378
"Inez",37,338298.729730
"Kennedale",37,410545.729730
"Keyser",37,227350.270270
"Keysville",37,186804.459459
"Kiawah Island",37,2736364.864865
"Kingsbury",37,379739.459459
"Varna",37,61113.513514
"Wallis",37,549257.513514
"Welsh",37,336324.216216
"West Memphis",37,134259.459459
"White Cloud",37,184456.756757
"Williamsville",37,214248.648649
"Wolverine",37,113005.000000
"Woodlake",37,636496.351351
"Worland",37,276075.000000
"Vance",36,216630.500000
"Vanceburg",36,294773.777778
"Ventress",36,340440.305556
"Vinemont",36,327163.888889
"Voorheesville",36,366203.250000
"Watauga",36,272208.277778
"Watonga",36,160403.444444
"Webster City",36,180727.777778
"Weedsport",36,95521.888889
"Westborough",36,566445.833333
"Winamac",36,290804.694444
"Zelienople",36,442278.638889
"Abiquiu",36,377230.805556
"Adger",36,121143.583333
"Airmont",36,801833.222222
"Andes",36,254877.777778
"Atlantic",36,181438.305556
"Attalla",36,266880.555556
"Axtell",36,306275.555556
"Balch Springs",36,322366.194444
"Barnhart",36,199497.222222
"Beulaville",36,163815.416667
"Blountsville",36,252197.222222
"Buchanan Dam",36,572616.611111
"Campo",36,350895.138889
"Clancy",36,582024.833333
"Cohasset",36,1224575.000000
"Columbia Heights",36,274866.638889
"Coulterville",36,341322.194444
"Crownsville",36,618169.444444
"Crystal Falls",36,195136.111111
"Derwood",36,649762.027778
"La Crescenta",36,1574464.638889
"Laingsburg",36,198138.861111
"Lake Tapps",36,933475.027778
"Lantana",36,1243414.750000
"Leominster",36,352383.333333
"Lubec",36,346872.222222
"Marine City",36,166177.166667
"Masontown",36,303827.722222
"Mc Clellanville",36,869713.888889
"Micanopy",36,1891479.777778
"Montesano",36,426248.611111
"New Martinsville",36,176221.527778
"Newry",36,656872.222222
"Nine Mile Falls",36,513408.305556
"North Arlington",36,526730.555556
"Nottingham",36,568427.750000
"Oakfield",36,150662.277778
"Osawatomie",36,303924.944444
"Pacific City",36,358257.500000
"Palo Pinto",36,464539.222222
"Palos Heights",36,303326.805556
"Pedricktown",36,614389.083333
"Pemberton",36,320794.472222
"Perryton",36,210011.111111
"Ravenel",36,567777.750000
"Staples",36,139205.555556
"Susquehanna",36,238555.416667
"Talala",36,269878.861111
"Tenino",36,591302.722222
"Tignall",36,240138.861111
"Two Harbors",36,219325.000000
"Ulysses",36,306712.361111
"Dobson",36,242570.166667
"Duck Key",36,1514202.361111
"Dwight",36,184068.055556
"East Alton",36,102487.361111
"Eastsound",36,1305958.333333
"Elbert",36,861202.750000
"Elkview",36,218714.611111
"Eutawville",36,108563.833333
"Garnet Valley",36,649658.250000
"Gila Bend",36,899031.888889
"Gilboa",36,297024.972222
"Hackberry",36,116058.583333
"Hagerman",36,349472.222222
"Hart",36,141797.222222
"Harwich",36,656393.000000
"Heartland",36,336413.444444
"Hemingway",36,247183.527778
"Horntown",36,82272.166667
"Jeffersonton",36,658052.777778
"Jeffersontown",36,237691.611111
"Kellyville",36,303150.527778
"Kenilworth",36,1540099.916667
"Kremmling",36,533216.666667
"Edmonton",35,191297.114286
"Fairview Park",35,236308.542857
"Ferrum",35,212890.000000
"Filer",35,569882.142857
"Folly Beach",35,1806642.828571
"Gibbstown",35,249040.000000
"Greenbush",35,165082.857143
"Gualala",35,852625.628571
"Haddon Heights",35,361244.400000
"Half Moon Bay",35,1039795.371429
"Ham Lake",35,568874.285714
"Jemison",35,246440.000000
"Kellogg",35,193481.428571
"Kingfield",35,613128.571429
"Leoma",35,269103.971429
"Lords Valley",35,346686.342857
"Lovettsville",35,691745.657143
"Lucas",35,686062.857143
"Madrid",35,234406.828571
"Makawao",35,1109411.428571
"Mattapoisett",35,763362.114286
"Mcgregor",35,304654.257143
"Medical Lake",35,360995.714286
"Monongahela",35,151501.428571
"Mooreland",35,145517.142857
"Needham",35,1692308.542857
"Nichols Hills",35,947832.542857
"Pentwater",35,183742.857143
"Perrinton",35,229816.742857
"Villa Ridge",35,230351.400000
"Wabash",35,178105.714286
"Waldo",35,228474.285714
"Walkersville",35,536823.028571
"Wellesley",35,2723054.285714
"Wheatley Heights",35,492293.571429
"Willimantic",35,198528.228571
"Willow Grove",35,298402.828571
"Winter",35,153437.114286
"Wright",35,116217.142857
"Wyomissing",35,441432.200000
"Aguada",35,538319.142857
"Aguadilla",35,452367.857143
"Alta Loma",35,771191.057143
"American Falls",35,356240.000000
"Ashdown",35,289108.571429
"Atlantic Highlands",35,1080728.514286
"Belle",35,223309.400000
"Benicia",35,847805.685714
"Blackwell",35,143465.028571
"Bono",35,144444.857143
"Chase City",35,192587.142857
"Collingdale",35,187921.400000
"Colonia",35,561861.428571
"Coplay",35,283594.285714
"Danvers",35,412220.485714
"Demarest",35,1800524.628571
"Plumas Lake",35,533059.714286
"Port Jefferson",35,1031224.285714
"Quogue",35,4898814.114286
"Roca",35,505481.771429
"Ropesville",35,132871.428571
"Round Mountain",35,2637177.142857
"San Miguel",35,1429467.142857
"Slaton",35,178470.000000
"Somersworth",35,327448.571429
"Somonauk",35,137991.428571
"South Beloit",35,199954.285714
"Steele",35,145562.857143
"Surgoinsville",35,294585.285714
"Suttons Bay",35,449740.000000
"Tarentum",35,143171.342857
"Terryville",35,203934.285714
"Tolar",35,423731.428571
"Towson",35,483854.200000
"Trappe",35,682038.514286
"Troutville",35,242145.657143
"Upper Lake",35,537900.914286
"Pie Town",34,206063.764706
"Pitman",34,289973.529412
"Port Hueneme",34,518118.352941
"Port St Lucie",34,388535.852941
"Pt Chester",34,368779.352941
"Queen City",34,175400.647059
"Ray",34,408054.382353
"Remsen",34,133541.147059
"Rio Hondo",34,208852.941176
"Rogers City",34,137763.470588
"Saint Bernard",34,158705.882353
"Santa Ynez",34,5391176.470588
"Scotts Valley",34,1075929.117647
"Seeley Lake",34,607435.294118
"South El Monte",34,977810.823529
"South Lebanon",34,302477.970588
"Stayton",34,550958.823529
"Sylvester",34,109544.088235
"Tremont",34,231491.117647
"Truro",34,513871.764706
"Warrensville Heights",34,121011.676471
"West Roxbury",34,829308.823529
"Wewoka",34,208405.147059
"Drumright",34,272572.676471
"Duck Creek Village",34,598967.617647
"Eagle Rock",34,153089.705882
"Eagleville",34,698264.411765
"Earlysville",34,603588.235294
"East Chicago",34,145858.794118
"Ellettsville",34,276787.205882
"Elmore City",34,345214.676471
"Elsberry",34,285373.500000
"Forest Ranch",34,364091.147059
"Funkstown",34,371014.705882
"Geismar",34,267694.176471
"Glenn Heights",34,287306.117647
"Gothenburg",34,148879.411765
"Grangeville",34,421152.941176
"Grantham",34,288742.588235
"Graysville",34,386720.588235
"Great Mills",34,499890.882353
